Date,Open,High,Low,Close,Adj Close,Volume
22-08-2011,5095.850098,5138.100098,5035.200195,5087.649902,5087.649902,0
23-08-2011,5103.950195,5329.100098,5084,5289.100098,5289.100098,0
24-08-2011,5286.350098,5286.350098,5188.149902,5222.100098,5222.100098,0
25-08-2011,5233.100098,5247.100098,5069.100098,5096.700195,5096.700195,0
26-08-2011,5097.25,5188.899902,5051.950195,5088.700195,5088.700195,0
29-08-2011,5160.700195,5360.549805,5160.700195,5339.100098,5339.100098,0
30-08-2011,5407.649902,5474.850098,5325.450195,5451.25,5451.25,0
02-09-2011,5554.899902,5554.899902,5311.799805,5384.149902,5384.149902,0
05-09-2011,5338.700195,5338.700195,5235.450195,5299.649902,5299.649902,0
06-09-2011,5270.700195,5389.100098,5204.149902,5366.200195,5366.200195,0
07-09-2011,5366.799805,5423.5,5337.899902,5374.950195,5374.950195,0
08-09-2011,5390.950195,5509.200195,5390.950195,5456.100098,5456.100098,0
09-09-2011,5450.799805,5456.200195,5313.700195,5339.200195,5339.200195,0
12-09-2011,5219.200195,5219.200195,5139.950195,5157.850098,5157.850098,0
13-09-2011,5209.649902,5303.450195,5158.549805,5204.75,5204.75,0
14-09-2011,5253.600098,5449.100098,5247.899902,5425.100098,5425.100098,0
15-09-2011,5484.850098,5570.600098,5385.950195,5550.149902,5550.149902,0
16-09-2011,5620.350098,5620.350098,5477.799805,5494.049805,5494.049805,0
19-09-2011,5491.049805,5498.899902,5434.850098,5443.399902,5443.399902,0
20-09-2011,5467.850098,5623.799805,5459.850098,5613.350098,5613.350098,0
21-09-2011,5634.149902,5662.5,5574.549805,5606.950195,5606.950195,0
22-09-2011,5502.799805,5536.950195,5349.649902,5385.299805,5385.299805,0
23-09-2011,5340.850098,5465.899902,5333.350098,5367.75,5367.75,0
26-09-2011,5385.200195,5415.450195,5278.5,5387.649902,5387.649902,0
27-09-2011,5444.100098,5617.25,5444.100098,5579.700195,5579.700195,0
28-09-2011,5640.950195,5749.600098,5592.100098,5623.899902,5623.899902,0
29-09-2011,5630.350098,5764.450195,5605.5,5746.149902,5746.149902,0
30-09-2011,5709,5771.299805,5658.75,5678.899902,5678.899902,0
03-10-2011,5592.799805,5632.799805,5549.649902,5588.100098,5588.100098,0
04-10-2011,5544.200195,5599.899902,5478.100098,5537.100098,5537.100098,0
05-10-2011,5576.799805,5638.700195,5516.549805,5532.799805,5532.799805,0
07-10-2011,5734.450195,5772.200195,5601.850098,5640.950195,5640.950195,0
10-10-2011,5685.75,5814,5674.700195,5796.450195,5796.450195,0
11-10-2011,5822.100098,5831.049805,5615.5,5637.950195,5637.950195,0
12-10-2011,5793.200195,5945.700195,5793.200195,5934.25,5934.25,0
13-10-2011,6011.649902,6035.700195,5953.549805,5978.549805,5978.549805,0
14-10-2011,5987.899902,6135.200195,5972.100098,6119.649902,6119.649902,0
17-10-2011,6165.950195,6172.149902,6069.799805,6096.5,6096.5,0
18-10-2011,5939.600098,5939.600098,5852.100098,5881,5881,0
19-10-2011,5923.850098,5966.600098,5901.399902,5959.899902,5959.899902,0
20-10-2011,5889.950195,5987.299805,5870.450195,5975,5975,0
21-10-2011,5991.149902,5991.149902,5932.350098,5948.450195,5948.450195,0
24-10-2011,6002.200195,6090.899902,6002.200195,6056.5,6056.5,0
25-10-2011,6128.600098,6267.399902,6099.299805,6217.299805,6217.299805,0
28-10-2011,6346.450195,6432.649902,6246.600098,6273.950195,6273.950195,0
31-10-2011,6271.200195,6333.850098,6261.25,6278.700195,6278.700195,0
01-11-2011,6219.649902,6284.799805,6173.350098,6214.100098,6214.100098,0
02-11-2011,6180.149902,6256.5,6179.600098,6220.100098,6220.100098,0
03-11-2011,6208.850098,6227.700195,6102.100098,6169.799805,6169.799805,0
04-11-2011,6250.549805,6268.75,6135.450195,6200.200195,6200.200195,0
08-11-2011,6176.200195,6227.200195,6154.200195,6216.450195,6216.450195,0
09-11-2011,6228.350098,6303.5,6215.649902,6233.049805,6233.049805,0
11-11-2011,5937.899902,6219.350098,5937.899902,6168.850098,6168.850098,0
14-11-2011,6226.299805,6280.450195,6198.049805,6210.299805,6210.299805,0
15-11-2011,6189.450195,6230,6156.950195,6175.100098,6175.100098,0
16-11-2011,6168.75,6168.75,6073.950195,6111.100098,6111.100098,0
17-11-2011,6090.75,6121.049805,6034.75,6065.100098,6065.100098,0
18-11-2011,6019.700195,6062.549805,5978.799805,6017.799805,6017.799805,0
21-11-2011,5981,5999.450195,5835.600098,5888.299805,5888.299805,0
22-11-2011,5801.25,6049.350098,5801.25,5987.200195,5987.200195,0
23-11-2011,5922,5925.600098,5766.200195,5843.399902,5843.399902,0
25-11-2011,5887.600098,5887.600098,5779.450195,5797.450195,5797.450195,0
28-11-2011,5850.350098,5914.399902,5850.350098,5895.799805,5895.799805,0
29-11-2011,5888.049805,5893.100098,5827.049805,5854.200195,5854.200195,0
30-11-2011,5814.899902,5924.149902,5803.450195,5893.25,5893.25,0
01-12-2011,6022.799805,6071.049805,5960.850098,5996.399902,5996.399902,0
02-12-2011,5989.950195,6155.850098,5986.5,6122.899902,6122.899902,0
05-12-2011,6107.25,6154.75,6081.950195,6129.799805,6129.799805,0
07-12-2011,6134.450195,6250.299805,6105.049805,6223.049805,6223.049805,0
08-12-2011,6189.149902,6237.600098,6131.450195,6179.299805,6179.299805,0
09-12-2011,6079.700195,6194.5,6064.950195,6135.25,6135.25,0
12-12-2011,6153.450195,6226.350098,6111.850098,6194.450195,6194.450195,0
13-12-2011,6174.149902,6256.75,6157.600098,6208.149902,6208.149902,0
14-12-2011,6205.200195,6240.25,6166.25,6198.5,6198.5,0
15-12-2011,6177.75,6182.799805,6054.600098,6160.649902,6160.649902,0
16-12-2011,6120.549805,6223.25,6079.899902,6112.549805,6112.549805,0
19-12-2011,6059.5,6091.950195,5967.899902,6043.600098,6043.600098,0
20-12-2011,6061.799805,6066.450195,5976.350098,5989.950195,5989.950195,0
21-12-2011,6085.049805,6154.5,5991.450195,6131.25,6131.25,0
22-12-2011,5992.899902,6123.649902,5987.850098,6076.549805,6076.549805,0
23-12-2011,6105.850098,6106.25,6024.75,6058.600098,6058.600098,0
27-12-2011,6189.049805,6240.149902,6124.649902,6168.649902,6168.649902,0
28-12-2011,6177.950195,6210.75,6138.5,6167.200195,6167.200195,0
29-12-2011,6128.350098,6158.399902,6097.450195,6111.700195,6111.700195,0
30-12-2011,6126.549805,6171.549805,6115.850098,6139,6139,0
03-01-2012,6248.850098,6384.25,6248.850098,6356.149902,6356.149902,0
04-01-2012,6346.799805,6379.049805,6307.649902,6325.100098,6325.100098,0
05-01-2012,6302.799805,6373.799805,6286.799805,6301.549805,6301.549805,0
06-01-2012,6288.049805,6347.700195,6239.5,6281.100098,6281.100098,0
09-01-2012,6304.450195,6333.049805,6261.100098,6287.899902,6287.899902,0
10-01-2012,6340.100098,6357.899902,6314.049805,6331.75,6331.75,0
11-01-2012,6347.649902,6392.149902,6226.350098,6249.299805,6249.299805,0
12-01-2012,6093.5,6093.5,5856.799805,5872.75,5872.75,0
13-01-2012,5923.600098,5934.200195,5830.450195,5872.600098,5872.600098,0
16-01-2012,5862.950195,5998.200195,5857.399902,5990.299805,5990.299805,0
17-01-2012,6024.25,6068.100098,6004.600098,6041,6041,0
18-01-2012,5981.899902,5981.899902,5869.850098,5912,5912,0
19-01-2012,5935.600098,5951.350098,5858,5893.200195,5893.200195,0
20-01-2012,5916.75,5947.350098,5882.700195,5897.950195,5897.950195,0
23-01-2012,5905.450195,5952.549805,5903.299805,5910.549805,5910.549805,0
24-01-2012,5945.450195,5992.899902,5910.549805,5964.25,5964.25,0
25-01-2012,5990.100098,6063.100098,5981.899902,6038.100098,6038.100098,0
27-01-2012,6094.649902,6155.75,6087.799805,6136.299805,6136.299805,0
30-01-2012,6090.450195,6134.799805,6080.100098,6103.799805,6103.799805,0
31-01-2012,6107.25,6203.450195,6107.25,6193.850098,6193.850098,0
01-02-2012,6182.399902,6201.450195,6109.75,6192.399902,6192.399902,0
02-02-2012,6201.450195,6288.700195,6196.450195,6280.549805,6280.549805,0
03-02-2012,6256.75,6350.600098,6256.75,6339.950195,6339.950195,0
06-02-2012,6386.700195,6398.950195,6340.299805,6370.899902,6370.899902,0
07-02-2012,6426,6426,6291.450195,6308.549805,6308.549805,0
08-02-2012,6358.549805,6437,6351.600098,6414.649902,6414.649902,0
09-02-2012,6373.899902,6510.399902,6318.950195,6492.549805,6492.549805,0
10-02-2012,6477.299805,6502.200195,6394.350098,6484.350098,6484.350098,0
13-02-2012,6447.649902,6492.649902,6408.5,6461.149902,6461.149902,0
14-02-2012,6443.850098,6477.799805,6426.700195,6465.700195,6465.700195,0
15-02-2012,6494.549805,6594.049805,6494.549805,6575.399902,6575.399902,0
16-02-2012,6569.600098,6631.450195,6556.350098,6621.950195,6621.950195,0
17-02-2012,6651.850098,6768.600098,6620.299805,6703.049805,6703.049805,0
21-02-2012,6670.450195,6718.549805,6626.299805,6703.899902,6703.899902,0
22-02-2012,6661.399902,6811.299805,6661.399902,6718.700195,6718.700195,0
23-02-2012,6693.450195,6778.700195,6678.899902,6704.5,6704.5,0
24-02-2012,6697.5,6797.100098,6697.5,6747.200195,6747.200195,0
27-02-2012,6783.149902,6783.149902,6588.399902,6608.899902,6608.899902,0
28-02-2012,6617.549805,6654.700195,6545.450195,6572.450195,6572.450195,0
29-02-2012,6623.25,6643,6550.200195,6606.850098,6606.850098,0
01-03-2012,6567.350098,6578.799805,6474.5,6553.200195,6553.200195,0
02-03-2012,6576.549805,6576.549805,6480.549805,6532.399902,6532.399902,0
05-03-2012,6537.350098,6543.649902,6438.700195,6471.399902,6471.399902,0
06-03-2012,6456.200195,6594,6442.600098,6511.700195,6511.700195,0
07-03-2012,6484.299805,6592.899902,6475.399902,6563.25,6563.25,0
09-03-2012,6626,6633.450195,6540.049805,6558.450195,6558.450195,0
12-03-2012,6645.200195,6645.200195,6450.700195,6492.700195,6492.700195,0
13-03-2012,6519.899902,6577.25,6519.899902,6546.75,6546.75,0
14-03-2012,6604.700195,6639.399902,6483.850098,6515.200195,6515.200195,0
15-03-2012,6533.850098,6553.149902,6489.049805,6519,6519,0
16-03-2012,6560.700195,6585.149902,6475.049805,6501.25,6501.25,0
19-03-2012,6531.850098,6535.899902,6351.649902,6404.399902,6404.399902,0
20-03-2012,6395.75,6454.649902,6367.649902,6423.399902,6423.399902,0
21-03-2012,6424.5,6566.5,6424.5,6523.899902,6523.899902,0
22-03-2012,6532.450195,6540.049805,6417.450195,6437.149902,6437.149902,0
23-03-2012,6453.350098,6547.799805,6448.299805,6532.149902,6532.149902,0
